Category;Joke title;Joke; Rounded length of joke in tens of chars;;;
Kids;Little Johnny's Big Answer;"It is near the end of the school year.  The teacher has turned in the grades and there is really nothing more to do. All the children are restless because of this.

Teacher: ""Whoever answers the questions I ask first and correctly can leave early today.""

Little Johnny says to himself ""Good, I want to get outta here. I'm smart and will answer the question.""

Teacher: ""Who said 'Four Score and Seven Years Ago'?""

Before Johnny can open his mouth, Susie says, ""Abraham Lincoln.""

Teacher: ""That's right Susie, you can go home.""

Johnny is MAD that Susie answered the question first.

Teacher: ""Who said 'I Have a Dream'?""

Before Johnny can open his mouth, Mary says, ""Martin Luther King.""

Teacher: ""That's right Mary, you can go.""

Johnny is even madder than before.

Teacher: ""Who said 'Ask not, what your country can   do for you'?""

Before Johnny can open his mouth, Nancy says,  ""John F. Kennedy.""

Teacher: ""That's right  Nancy, you may also leave.""

Johnny is BOILING mad that he has not been able to answer to any of the questions.

When the teacher turns her back Johnny says, ""I wish these bitches would keep their 
mouths shut!""

The teacher turns around: ""NOW WHO SAID THAT?!?!""

Johnny: ""BILL CLINTON.  CAN I GO NOW?""";124;;;
Kids;Confused Child in Wedding Party;"A little boy was in a relative's wedding. As he was coming down the aisle, he would take two steps, stop and turn to the crowd. Then he would put his hands up like claws and roar. So it went, step, step, roar, step, step, roar, all the way down the aisle. The crowd was near tears from laughing so hard by the time he reached the pulpit.
The little boy, however, was getting more and more distressed from all the laughing, and he was also near tears by the time he reached the pulpit.

When asked what he was doing, the child sniffed and said, ""I was being the ring bear.""";57;;;
Kids;Peeing in the Pool;A boy  was at a public pool. The lifeguard blew his whistle at the boy and yelled, ''Hey! Don't pee in the pool!'' The boy replied, ''But everybody does it!''   ''Not from the diving board!'' shouted the lifeguard.;21;;;
Kids;Children's Books That Didn't Make It;"-- Accidents Happen: The Story of YOU
-- The Little Sissy Wimp Who Snitched
-- Some Kittens Can Fly
-- You Can Paint Anywhere!
-- Where Would You Like to Be Buried?
-- Bad Katy and the Mom Who Stopped Loving Her
-- The Attention Deficit";24;;;
Kids;Sue Costello: Visiting Relatives in Jail;I'm sitting there, and these big fat white ladies are making out with these little tiny black guys, practically sucking their whole heads down their throat, feeling up their boobs and everything. I'm six... my grandmother's like, 'Susan, don't stare!' I'm like, 'Then don't take me to jail, ya's nutbag!';30;;;
Kids;Rachel Feinstein: Sassy Mom;She's got one of those crazy, kind of overly spiked mom-dos. Like her hair keeps getting more and more aggressive every time I see her. She looks insane. She looks a lot like Vanilla Ice at this point. Her hair looks like it was cut by a computer.;25;;;
Kids;Retha Jones: Never Had Hips;I never had hips. It's because I don't have kids. Everybody tells me that once I have a kid, I'll grow some hips. That's cool, but what do you do with the kid?;16;;;
Kids;Sue Kolinsky: Going Through Your Stuff;"You can't leave anything around little kids. They go through your stuff, your luggage, your toiletries. I sleep in their room; I wake up in the middle of the night -- they're rummaging through my things. They have my underwear on their head; they're wearing my lipstick. They're like raccoons on a camping trip.";31;;;
Kids;The Call of Nature;One fine day in the middle of class at school, a girl raised her asking to be excused: “Teacher, can I answer the call of nature?” Knowing what the kid wanted, the teacher said okay. Immediately, the girl ran to the toilet. But, within a minute, she was back. Another girl was shocked by how she could actually take care of business so quickly, and asked how she managed to do it so fact.The girl responded, “It was a prank call.”;44;;;
Kids;Tom Cotter: Niece's Dance Recital;Last weekend I went to go see my little niece's tap dance recital. I got thrown out. Alright -- so maybe I shouldn't have stuffed those dollar bills in her unitard, but she was good!;18;;;
Kids;Brian Kiley: Old Fashioned Names;We picked out kinda old fashioned names for our kids. Our little boy is Hunter, and our little girl is Gatherer.;11;;;
Kids;Don't Need One of Those;"A little boy brags to a little girl, ""I have a big fire engine.""The girl responds, ""So what? I have a fire engine, too.""He says, ""I have a toy tank.""She replies, ""So what? I have a tank, too.""The young boy drops his pants and says, ""I have a penis!""The little girl looks down her pants and runs home crying.The next day, the little girl sees the little boy, and he tells her, ""You still don't have a penis, and I do!"" She replies, ""My mom told me not to worry about it. She said that as long as I have what I have, I can get as many of those as I want.""";55;;;
Kids;Lewis Dix: Mow the Lawn;"My dad used to use his police psychology on us. We would be outside playing; my father would come home from work and say things to me like, 'Lewis, come here. I thought I told you to mow the lawn.' 'Well father, I forgot.' My dad looked at me, 'Well, what if I forget to go to work tomorrow?' I'd say, 'Well, you could mow the lawn. What's the problem?'";35;;;
Kids;Wendy Liebman: Got My Period Today!;I got my period today. I'm happy 'cause most of my friends got it when they were 13.;8;;;
Kids;Dov Davidoff: Dad Smoking Pot in the Bathroom;I would knock at the door, and I'd be like, 'Dad, are you OK?' And he was so high, he couldn't respond with anything that had to do with the question. You literally heard him in there go, 'I'm in the garage.';21;;;
Kids;Lisa Landry: Can't Imagine Having a Baby;I can't imagine having a baby. You got this thing that runs after you, and then it falls down, and then it falls into you, and then vomits all over you. Then, it wants to suck on your breasts. That's like prom night.;22;;;
Kids;Uncle Tommy's Closet;"A guy comes home early one day from work.  And he hears weird sounds coming from his bedroom. When he gets to his room, he finds his wife naked on the bed sweating bullets. ''What the hell is going on?'' he says. ''I'm having a heart attack!!'' So he runs down stairs, and picks up the phone to dial 911. But as he is doing this, his four-year-old son, comes running up to him and says, ''Dad, Uncle Tommy is up stairs, hiding in your closet, and he's naked''   So he slams the phone down, and runs upstairs, to find his own brother, in the closet. The man, then says. ''What the hell are you doin?  My wife is having a heart attack, and your here running around naked, scaring the kids? You shoud be ashamed of yourself!""";72;;;
Kids;Dan Mintz: Science Project With Dad;When I was eight years old, I had to do a science project, but my dad just did it for me. I didn't contribute at all. I think the teacher kind of figured it out when the project was called, 'Is My Wife Cheating on Me?';22;;;
Kids;Words of Wisdom from Children;"Never trust a dog to watch your food.  - Patrick, age 10    
 When your dad is mad and asks you, “Do I look stupid?”  don't answer him.    - Michael, 14     
Never tell your mom her diet's not working.  - Michael, 14     
Stay away from prunes.    - Randy, 9      
Never allow your three-year old brother in the same room as   your school assignment.    - Traci, 14     
Puppies still have bad breath, even after eating a tic tac.  - Andrew, 9     
Never hold a dust buster and a cat at the same time.  - Kyoyo, 9     
You can't hide a piece of broccoli in a glass of milk.  - Armir, 9     
If you want a kitten, start out by asking for a horse.  - Naomi, 15     
Felt markers are not good to use as lipstick.    - Lauren, 9     
Don't pick on your sister when she's holding a baseball bat.  - Joel, 10     
Never try to baptize a cat.    - Eileen, 8   '";86;;;
Kids;Taste Test;"A teacher was having a tasting day where she would put candy in the kids' mouth and they would guess what it was.  She went to the first little boy and put a Hershey's Kiss in his mouth.

""Can you guess what it is?""

""I don't know,"" said the boy.

""I'll give you a hint. It's something your daddy asks your mommy for every morning.""

The girl next to the boy says ""Don't eat it. It's a piece of ass.""";40;;;
Kids;Thea Vidale: Love My Children;I love my children as much as anybody in here. I let them watch TV and stuff -- when I let them out of the shed.;11;;;
Kids;Big Trouble;"A very tall ninth grader was acting up in class. 
 His teacher told him, ""Act your age, not your shoe size.""  
The boy looked down at his size 14 shoes and said, ""But they're the same.""";18;;;
Kids;K.P. Anderson: Not Mature Enough for Parenting;We had a daughter not that long ago, a little baby daughter named Sophia. We're nowhere near mature enough to be parents. I'm positive of that. After her first feeding, she passed out, so we wrote on her.;20;;;
Kids;John Oliver: Swearing's Healing Powers;"One little boy turned to the kid next to him, and he said, 'I hate you.' And this kid was devastated. He started crying those only tears you can cry as a child. He was saying, 'I don't know why you hate me; I don't know what I have done to make you hate me.' And then softy, so quietly you had to strain to hear it, he said, 'F**k.' And the first boy heard him and said, 'Hold On. Do you swear?' And he said yes, and they were friends again. Don't tell me swearing it wrong. I have seen it's healing properties.";51;;;
Kids;Good Ol' Zombie Babies;"What's funnier than a zombie baby?

A zombie baby in a clown suit!";7;;;
